City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
200,shingu,33.7333,135.9833,277.45,82,0,2.89,JP,1705008477
201,guerrero negro,27.9769,-114.0611,290.43,57,35,11.62,MX,1705008478
202,queenstown,-31.8976,26.8753,292.29,86,65,2.76,ZA,1705008390
203,progreso,21.2833,-89.6667,306.21,60,85,3.18,MX,1705008478
204,alofi,-19.0595,-169.9187,300.09,83,99,7.72,NU,1705008478
205,shimo-furano,43.35,142.3833,269.69,96,95,1.83,JP,1705008479
206,nova xavantina,-14.6667,-52.35,295.99,93,100,0.8,BR,1705008479
207,kodiak,57.79,-152.4072,276.88,93,100,11.83,US,1705008357
208,fort st. john,56.2499,-120.8529,241.09,62,75,2.57,CA,1705008480
209,plettenberg bay,-34.0527,23.3716,293.17,92,17,0.96,ZA,1705008480
210,concepcion,-36.827,-73.0498,295.04,53,0,6.69,CL,1705008480
211,mumbwa,-14.9783,27.0619,290.95,98,100,2.2,ZM,1705008480
212,lycksele,64.5954,18.6735,272.83,86,100,3.09,SE,1705008481
213,carcare,44.3541,8.2921,278.79,87,1,2.24,IT,1705008481
214,contamana,-7.3333,-75.0167,302.45,64,84,2.04,PE,1705008481
215,tarut,26.5733,50.0369,292.26,64,5,5.61,SA,1705008482
216,lihue,21.9789,-159.3672,295.92,65,100,5.66,US,1705008270
217,san juan,-31.5375,-68.5364,302.62,35,86,4.77,AR,1705008450
218,la dorada,5.4478,-74.6631,305.0,59,10,1.43,CO,1705008483
219,olupona,7.6,4.1833,299.97,17,9,0.79,NG,1705008483
220,puerto quijarro,-17.7833,-57.7667,307.25,44,77,2.56,BO,1705008484
221,viedma,-40.8135,-62.9967,295.19,30,0,6.08,AR,1705008484
222,caleta de carquin,-11.0925,-77.6267,297.99,74,71,5.27,PE,1705008484
223,lerwick,60.1545,-1.1494,279.15,75,95,5.38,GB,1705008485
224,whangarei,-35.7317,174.3239,296.39,58,100,0.43,NZ,1705008485
225,sassandra,4.95,-6.0833,299.82,85,41,3.09,CI,1705008485
226,hilo,19.7297,-155.09,299.05,87,20,3.6,US,1705008216
227,kupang,-10.1667,123.5833,300.47,100,75,1.54,ID,1705008486
228,solnechnyy,50.7214,136.6319,248.72,92,8,2.19,RU,1705008486
229,kavaratti,10.5669,72.642,301.22,71,7,1.55,IN,1705008486
230,cambria,35.5641,-121.0808,287.71,56,1,3.58,US,1705008487
231,kayangel,8.0823,134.7173,301.55,70,60,8.54,PW,1705008307
232,novyy urengoy,66.0833,76.6333,246.77,94,100,7.6,RU,1705008487
233,bodo,67.28,14.405,278.17,89,75,12.86,NO,1705008487
234,hamilton,39.1834,-84.5333,282.55,61,0,5.14,US,1705008488
235,mahibadhoo,3.7833,72.9667,300.57,82,99,7.87,MV,1705008488
236,yarmouth,41.7057,-70.2286,279.41,67,100,4.63,US,1705008488
237,inirida,3.8653,-67.9239,302.13,72,98,2.1,CO,1705008488
238,bata,1.8639,9.7658,299.97,81,84,4.23,GQ,1705008489
239,angaur state,6.906,134.13,302.03,71,62,9.87,PW,1705008489
240,mongo,12.1844,18.693,297.41,19,7,2.53,TD,1705008489
241,santa terezinha,-29.9002,-50.0904,295.55,97,100,2.2,BR,1705008490
242,nagqu,31.5,92.0,258.22,32,0,1.61,CN,1705008491
243,grand falls-windsor,48.9332,-55.6649,275.65,92,97,1.61,CA,1705008491
244,mawlaik,23.6333,94.4167,285.61,79,0,0.48,MM,1705008491
245,natal,-5.795,-35.2094,301.27,74,75,3.09,BR,1705008255
246,jamjamal,35.5365,44.8317,280.19,87,30,3.18,IQ,1705008492
247,banda aceh,5.5577,95.3222,298.68,85,100,4.77,ID,1705008492
248,tank,32.2217,70.3793,285.89,33,67,0.78,PK,1705008493
249,nar'yan-mar,67.6713,53.087,246.84,100,99,2.46,RU,1705008493
250,cooper's town,26.8667,-77.5167,293.92,85,100,5.42,BS,1705008493
251,kingaroy,-26.5333,151.8333,294.85,66,3,5.51,AU,1705008494
252,minas de marcona,-15.2119,-75.1103,294.4,67,40,6.62,PE,1705008494
253,puerto el triunfo,13.2833,-88.55,302.69,60,5,3.93,SV,1705008494
254,quelimane,-17.8786,36.8883,302.12,84,0,3.09,MZ,1705008495
255,la passe,45.5549,-0.8967,275.38,79,1,5.61,FR,1705008495
256,lodja,-3.4833,23.4333,294.84,95,100,0.8,CD,1705008495
257,shagonar,51.5333,92.8,254.16,97,39,2.4,RU,1705008495
258,haiku-pauwela,20.9219,-156.3051,297.74,75,75,9.26,US,1705008496
259,utrik,11.2278,169.8474,299.61,79,22,10.85,MH,1705008496
260,miyako,39.6367,141.9525,277.32,54,36,5.59,JP,1705008496
261,carloforte,39.145,8.3058,285.48,81,92,7.76,IT,1705008496
262,mersing,2.4312,103.8405,297.1,100,40,1.03,MY,1705008497
263,warman,52.3168,-106.5679,247.09,63,75,4.12,CA,1705008497
264,nemuro,43.3236,145.575,274.82,73,100,11.82,JP,1705008497
265,atafu village,-8.5421,-172.5159,301.82,77,100,4.38,TK,1705008497
266,spassk-ryazanskiy,54.4072,40.3806,259.47,84,97,6.34,RU,1705008498
267,codrington,-38.2667,141.9667,289.13,75,28,3.6,AU,1705008498
268,usinsk,65.9939,57.5281,250.41,97,100,8.05,RU,1705008498
269,tatarbunary,45.8373,29.6142,271.73,80,100,3.83,UA,1705008498
270,yuxi,24.355,102.5422,280.16,89,75,1.27,CN,1705008499
271,bhadra,29.1167,75.1667,282.67,33,1,1.66,IN,1705008499
272,margaret river,-33.95,115.0667,288.61,79,70,5.94,AU,1705008499
273,praia da vitoria,38.7333,-27.0667,289.68,82,40,12.87,PT,1705008499
274,sept-iles,50.2001,-66.3821,271.39,94,100,6.17,CA,1705008500
275,mil'kovo,55.6078,37.7956,263.34,74,100,7.06,RU,1705008500
276,gamba,-2.65,10.0,298.4,84,70,0.17,GA,1705008501
277,sakchu-up,40.3894,125.0467,260.96,94,5,1.12,KP,1705008501
278,waconia,44.8508,-93.7869,263.44,71,83,2.24,US,1705008501
279,nema,57.5067,50.5011,259.29,95,100,3.39,RU,1705008501
280,homer,59.6425,-151.5483,277.09,60,0,5.14,US,1705008502
281,mar del plata,-38.0023,-57.5575,290.16,61,40,5.36,AR,1705008502
282,enewetak,11.3474,162.3373,300.16,76,79,9.61,MH,1705008502
283,souillac,-20.5167,57.5167,299.36,89,40,4.12,MU,1705008502
284,zuni pueblo,35.0725,-108.8506,270.5,78,100,10.87,US,1705008503
285,baiquan,47.5833,126.0833,244.75,93,63,1.69,CN,1705008437
286,polyarnyy,69.1989,33.4478,266.84,75,100,2.16,RU,1705008503
287,eucalyptus hills,32.8798,-116.9467,290.52,32,20,2.24,US,1705008503
288,taroa,8.7058,171.2275,300.41,83,56,9.66,MH,1705008504
289,harstad,68.799,16.5293,273.84,97,100,2.87,NO,1705008504
290,gadzhiyevo,69.2551,33.3362,266.26,75,100,2.15,RU,1705008504
291,xinyuan,37.3,99.0,262.14,27,0,2.6,CN,1705008504
292,mitsamiouli,-11.3847,43.2844,299.51,83,100,3.33,KM,1705008505
293,kindu,-2.95,25.95,293.87,98,99,1.03,CD,1705008505
294,nikolayevsk-on-amure,53.1406,140.73,243.46,100,28,0.9,RU,1705008505
295,lospalos,-8.5186,127.0025,297.79,89,100,4.29,TL,1705008506
296,holualoa,19.6228,-155.9522,298.03,80,20,5.66,US,1705008506
297,karratha,-20.7377,116.8463,303.51,42,64,6.69,AU,1705008506
298,ulanhot,46.0833,122.0833,252.75,88,4,2.32,CN,1705008506
299,mandan,46.8267,-100.8896,255.38,70,0,8.23,US,1705008507
300,freetown,8.484,-13.2299,301.99,79,55,6.17,SL,1705008507
301,tazacorte,28.629,-17.9293,296.01,28,0,7.72,ES,1705008507
302,kuytun,54.3419,101.5036,256.84,92,91,3.67,RU,1705008507
303,nadym,65.5333,72.5167,246.04,97,41,5.08,RU,1705008508
304,jiayuguan,39.8167,98.3,274.46,17,42,2.55,CN,1705008508
305,new norfolk,-42.7826,147.0587,291.88,65,36,1.09,AU,1705008508
306,happy valley-goose bay,53.3168,-60.3315,272.32,86,100,3.09,CA,1705008508
307,barra de santo antonio,-9.4047,-35.5072,300.75,73,26,3.37,BR,1705008509
308,maisi,43.0395,41.2621,274.96,85,98,0.54,GE,1705008509
309,daru,-9.0763,143.2092,299.28,88,100,0.65,PG,1705008509
310,tazovsky,67.4667,78.7,245.65,93,24,5.18,RU,1705008509
311,orapa,-21.2833,25.3667,296.24,80,100,6.95,BW,1705008510
312,olyokminsk,60.3736,120.4264,236.59,100,63,0.75,RU,1705008510
313,lepsy,46.235,78.9456,267.84,84,96,5.91,KZ,1705008510
314,mukalla,14.5425,49.1242,295.13,68,23,2.15,YE,1705008511
315,vernon,50.2581,-119.2691,261.82,48,100,8.49,CA,1705008436
316,nieuw nickerie,5.95,-56.9833,299.87,77,100,4.91,SR,1705008511
317,rongelap,11.1635,166.8941,300.04,75,87,10.22,MH,1705008511
318,lobito,-12.3481,13.5456,298.79,83,98,3.25,AO,1705008512
319,ola,59.5833,151.2833,249.24,90,99,2.13,RU,1705008512
320,darwin,-12.4611,130.8418,299.14,92,75,1.03,AU,1705008274
321,carutapera,-1.195,-46.02,300.46,75,90,3.07,BR,1705008512
322,mana,5.6592,-53.7767,300.39,75,62,3.98,GF,1705008513
323,kerikeri,-35.2268,173.9474,298.1,79,100,1.45,NZ,1705008513
324,severnoye,56.3491,78.3619,246.47,94,49,5.36,RU,1705008513
325,banqiao,25.0143,121.4672,288.18,69,20,0.89,TW,1705008513
326,oamaru,-45.0784,170.9801,290.58,88,72,3.85,NZ,1705008514
327,stornoway,58.2093,-6.3865,276.5,91,100,0.51,GB,1705008514
328,dourbali,11.8091,15.8632,296.08,17,17,4.3,TD,1705008514
329,pathein,16.7833,94.7333,292.38,66,83,2.73,MM,1705008515
330,mokopane,-24.1944,29.0097,298.65,53,100,2.14,ZA,1705008515
331,whitehorse,60.7161,-135.0538,240.98,63,0,2.06,CA,1705008479
332,wau,7.7029,27.9953,299.54,30,49,2.33,SS,1705008516
333,ghat,24.9647,10.1728,289.23,12,42,0.98,LY,1705008516
334,ambovombe,-25.1667,46.0833,297.79,89,12,3.72,MG,1705008516
335,guacimo,10.2104,-83.6807,304.06,55,11,3.16,CR,1705008517
336,lebu,-37.6167,-73.65,289.14,74,1,7.4,CL,1705008517
337,nicoya,10.1483,-85.452,305.22,51,60,1.58,CR,1705008517
338,broome,42.2506,-75.833,276.27,89,100,2.57,US,1705008517
339,salina,38.8403,-97.6114,272.62,83,20,8.23,US,1705008503
340,puri,19.8,85.85,292.44,71,0,3.0,IN,1705008518
341,el bauga,18.262,33.9081,294.0,14,29,7.67,SD,1705008518
342,afaahiti,-17.75,-149.2833,300.08,79,98,7.48,PF,1705008518
343,howard springs,-12.497,131.047,299.1,95,100,2.73,AU,1705008519
344,osh,40.5151,72.8083,277.51,93,75,2.0,KG,1705008519
345,islamkot,24.6997,70.177,289.36,23,0,3.06,PK,1705008519
346,inarajan village,13.2736,144.7484,300.23,94,100,5.41,GU,1705008519
347,port alfred,-33.5906,26.891,293.81,97,80,8.14,ZA,1705008520
348,anar darah,32.7587,61.654,284.04,24,100,1.47,AF,1705008520
349,geithain,51.05,12.7167,271.22,91,100,2.57,DE,1705008520
350,bozoum,6.3193,16.3799,295.58,18,84,1.7,CF,1705008526
351,bom jesus,-9.0744,-44.3586,300.42,74,100,2.08,BR,1705008526
352,pelabuhanratu,-6.9875,106.5514,298.35,92,100,0.32,ID,1705008526
353,ankang,32.68,109.0172,281.33,73,0,0.7,CN,1705008527
354,ardakan,32.31,54.0175,283.23,14,100,1.57,IR,1705008527
355,thakhek,17.4103,104.8307,292.58,90,3,1.64,LA,1705008527
356,bel ombre,-4.6167,55.4167,300.06,74,40,1.03,SC,1705008527
357,gisborne,-38.6533,178.0042,295.43,58,2,1.25,NZ,1705008528
358,machico,32.7,-16.7667,294.33,87,75,5.14,PT,1705008528
359,smithers,54.7804,-127.1743,252.33,49,20,3.09,CA,1705008528
360,jumla,29.2747,82.1838,276.07,15,0,2.33,NP,1705008528
361,kyaikkami,16.08,97.5675,295.78,68,30,2.44,MM,1705008528
362,bac lieu,9.285,105.7244,297.64,77,30,7.47,VN,1705008529
363,medicine hat,50.0501,-110.6683,252.21,64,100,6.17,CA,1705008529
364,puerto cortez,15.8333,-87.95,307.34,70,14,3.0,HN,1705008529
365,great falls,47.5002,-111.3008,250.4,70,100,6.69,US,1705008529
366,kottaiyur,10.1167,78.8167,295.13,88,54,4.14,IN,1705008530
367,barcelos,41.5388,-8.6151,280.88,81,6,2.91,PT,1705008530
368,pandan,14.0453,124.1694,298.05,83,100,8.64,PH,1705008530
369,ringkobing,56.0901,8.244,272.14,97,40,3.04,DK,1705008530
370,copperas cove,31.1241,-97.9031,297.26,40,0,8.23,US,1705008361
371,sola,-13.8833,167.55,300.97,76,100,6.59,VU,1705008531
372,pointe-noire,-4.7761,11.8635,298.19,94,20,1.54,CG,1705008531
373,merizo village,13.2658,144.6691,300.0,94,100,5.3,GU,1705008531
374,okha,53.5739,142.9478,243.68,99,27,2.75,RU,1705008531
375,shimoda,34.6667,138.95,281.54,55,0,9.37,JP,1705008532
376,misratah,32.3754,15.0925,289.21,36,0,1.83,LY,1705008532
377,kahriz,34.3838,47.0553,278.19,75,100,4.12,IR,1705008382
378,rengasdengklok,-6.1592,107.2981,298.22,94,100,2.87,ID,1705008532
379,uniao da vitoria,-26.23,-51.0864,296.09,96,100,1.61,BR,1705008533
380,kham sakae saeng,15.3322,102.1728,298.1,63,38,0.84,TH,1705008533
381,sur,22.5667,59.5289,293.32,61,1,2.29,OM,1705008533
382,singaraja,-8.112,115.0882,299.65,78,100,2.08,ID,1705008533
383,vorkuta,67.5,64.0,250.59,92,100,7.3,RU,1705008534
384,arkhangel'sk,64.5401,40.5433,253.22,83,0,0.0,RU,1705008476
385,ekibastuz,51.6667,75.3667,253.51,78,3,8.34,KZ,1705008534
386,sao tome,0.3365,6.7273,299.17,89,40,1.54,ST,1705008534
387,narrabri,-30.3167,149.7833,300.11,68,95,0.89,AU,1705008534
388,wattegama,6.7989,81.4808,295.78,88,100,2.7,LK,1705008535
389,ouesso,1.6136,16.0517,297.31,55,71,1.48,CG,1705008535
390,fortaleza,-3.7227,-38.5247,302.63,79,0,4.63,BR,1705008250
391,magadan,59.5667,150.8,250.43,88,99,1.72,RU,1705008535
392,pionerskiy,54.9508,20.2275,271.01,57,34,7.35,RU,1705008536
393,gereida,11.2811,25.1414,294.12,20,20,4.49,SD,1705008536
394,kuusamo,65.9667,29.1833,257.17,85,100,4.12,FI,1705008536
395,kudal,16.0333,73.6833,297.66,42,11,1.72,IN,1705008537
396,kiunga,-6.1219,141.2906,296.87,100,99,0.7,PG,1705008537
397,midelt,32.6852,-4.7451,281.72,37,0,2.38,MA,1705008537
398,bethanie,-26.4833,17.15,295.44,34,1,4.11,NA,1705008537
399,al majaridah,19.1236,41.9111,296.04,79,21,1.25,SA,1705008538
400,corredor,8.64,-82.946,301.61,86,71,1.43,CR,1705008539
